program-name,current-version,experimental-version,status
makeindex,62517,62517,SAME
texlive-scripts,74525,74525,SAME
python3-3.12.12,env,env,SAME
pythontex,0.18,0.18,SAME
urlbst,0.9.1,0.9.1,SAME
texlive-2024-amstex,fmt,fmt,SAME
adhocfilelist,29349,29349,SAME
texlive-2024-luajittex,fmt,fmt,SAME
tex4ht,74473,74473,SAME
bibtex-x,3.72,3.72,SAME
arara,7.1.5,7.1.5,SAME
latex2man,1.29,1.29,SAME
pdfcrop,1.42,1.42,SAME
sty2dtx,2.4,2.4,SAME
xpdfopen,0.86,0.86,SAME
snobol4-2.3.2,man,man,SAME
snobol4,2.3.2,2.3.2,SAME
texaccents,1.0.1,1.0.1,SAME
minted,3.6.0,3.6.0,SAME
texlive-2024-eplain,fmt,fmt,SAME
ruby,3.3.9,3.3.9,SAME
match_parens,1.44,1.44,SAME
luafindfont,0.15,0.15,SAME
qtwayland-5.15.18,bin,bin,SAME
python3.12-speg,0.3,0.3,SAME
python3.12-cson,0.8,0.8,SAME
python3.12-dbus-python,1.4.0,1.4.0,SAME
python3.12-pyqt5-sip,12.17.0,12.17.0,SAME
python3.12-dbus-python-1.4.0,dev,dev,SAME
python3.12-pyqt5,5.15.10,5.15.10,SAME
freeglut-3.6.0,dev,dev,SAME
qtdeclarative-5.15.18,bin,bin,SAME
glu-9.0.3,dev,dev,SAME
qtsvg-5.15.18,bin,bin,SAME
qtquickcontrols,5.15.18,5.15.18,SAME
asymptote,3.01,3.01,SAME
pdfbook2,1.4,1.4,SAME
ctan-o-mat,1.2,1.2,SAME
texlive-2024-optex,fmt,fmt,SAME
pdftex,71605,71605,SAME
texfot,1.53,1.53,SAME
texlive-2024-uplatex,fmt,fmt,SAME
perl5.40.0-Font-AFM,1.20,1.20,SAME
perl5.40.0-HTML-Tree,5.07,5.07,SAME
perl5.40.0-HTML-Formatter,2.16,2.16,SAME
perl5.40.0-HTTP-Server-Simple,0.52,0.52,SAME
perl5.40.0-Path-Tiny,0.144,0.144,SAME
perl5.40.0-Test-Warnings,0.032,0.032,SAME
perl5.40.0-Test-Deep,1.204,1.204,SAME
perl5.40.0-HTML-Form,6.11,6.11,SAME
perl5.40.0-Test-Output,1.034,1.034,SAME
perl5.40.0-WWW-Mechanize,2.17,2.17,SAME
ctanupload,1.2c,1.2c,SAME
luajittex,71409,71409,SAME
mkpic,1.02,1.02,SAME
latexpand,1.7.2,1.7.2,SAME
accfonts,0.25,0.25,SAME
perltex,2.3,2.3,SAME
tpic2pdftex,52851,52851,SAME
typeoutfileinfo,0.32,0.32,SAME
texlive-2024-ptex,fmt,fmt,SAME
pax,63509,63509,SAME
ltximg,2.1,2.1,SAME
texlogsieve,1.5.0,1.5.0,SAME
clojure-pamphlet,1.3,1.3,SAME
glossaries,4.56,4.56,SAME
pst2pdf,0.20,0.20,SAME
gnumake,4.4.1,4.4.1,SAME
dtxgen,1.08,1.08,SAME
aomart,1.33,1.33,SAME
eolang,0.18.2,0.18.2,SAME
context-texlive,70437,70437,SAME
memoize,1.4.1,1.4.1,SAME
l3build,74232,74232,SAME
purifyeps,1.1,1.1,SAME
extractbb,1.1.0,1.1.0,SAME
dviinfox,1.06,1.06,SAME
make4ht,0.4c,0.4c,SAME
texlive-2024-mex,fmt,fmt,SAME
texlive-2024-latex-bin,fmt,fmt,SAME
ppmcheckpdf,2025A,2025A,SAME
bibexport,3.03,3.03,SAME
typog,0.4,0.4,SAME
texlive-2024-aleph,fmt,fmt,SAME
perl5.40.0-Image-ExifTool,13.25,13.25,SAME
perl5.40.0-GD,2.78,2.78,SAME
pdflatexpicscale,0.50,0.50,SAME
makedtx,1.2,1.2,SAME
lilyglyphs,0.2.4,0.2.4,SAME
bibtexperllibs,1.91,1.91,SAME
texdirflatten,1.3,1.3,SAME
ps2eps,1.70,1.70,SAME
m-tx,0.63d,0.63d,SAME
fragmaster,1.6,1.6,SAME
cachepic,1.0,1.0,SAME
kotex-utils,2.1.0,2.1.0,SAME
bibcop,0.0.25,0.0.25,SAME
texlive-2024-mptopdf,fmt,fmt,SAME
libffcall,2.5,2.5,SAME
clisp-2.49.95-unstable-2024-12,28,28,SAME
xindy,2.5.1,2.5.1,SAME
digestif,0.6,0.6,SAME
texlive-2024-lollipop-fmt,texmfdist,texmfdist,SAME
texlive-2024-lollipop,fmt,fmt,SAME
hyperxmp,5.13,5.13,SAME
attachfile2,2.12,2.12,SAME
xindex,0.64,0.64,SAME
checkcites,2.8,2.8,SAME
listings-ext,67,67,SAME
epspdf,0.6.5.2,0.6.5.2,SAME
tlcockpit,1.2,1.2,SAME
latex-papersize,1.63,1.63,SAME
jfmutil,1.3.3,1.3.3,SAME
texliveonfly,55777,55777,SAME
pedigree-perl,2.1,2.1,SAME
de-macro,1.4.1,1.4.1,SAME
cjk-gs-integrate,20210625.0,20210625.0,SAME
installfont,1.7,1.7,SAME
mkjobtexmf,0.8,0.8,SAME
fontools,73362,73362,SAME
texosquery,1.7,1.7,SAME
cyrillic,62517,62517,SAME
cjkutils,4.8.5,4.8.5,SAME
texlive-2024-xelatex,fmt,fmt,SAME
spix,1.3.0,1.3.0,SAME
mathspic,1.13,1.13,SAME
mf2pt1,2.8,2.8,SAME
texlive-2024-context-legacy,fmt,fmt,SAME
convbkmk,0.30,0.30,SAME
multibibliography,1.03,1.03,SAME
omegaware,70015,70015,SAME
yplan,34398,34398,SAME
texlive-2024-xetex,fmt,fmt,SAME
lutris,0.5.19,0.5.19,SAME
ffmpeg-full-8.0,man,man,SAME
openssh-10.2p1,man,man,SAME
strace-6.18,man,man,SAME
killall-psmisc,23.7,23.7,SAME
protonup-qt-2.13.0,extracted,extracted,SAME
protonup-qt-2.13.0-fhsenv,profile,profile,SAME
protonup-qt,2.13.0,2.13.0,SAME
aml,0.3.0,0.3.0,SAME
neatvnc,0.9.5,0.9.5,SAME
plutovg,1.3.2,1.3.2,SAME
plutosvg,0.0.7,0.0.7,SAME
sdl3-ttf,3.2.2,3.2.2,SAME
uriparser,1.0.0,1.0.0,SAME
freerdp,3.23.0,3.23.0,SAME
network-manager-applet-1.36.0,man,man,SAME
iceauth,1.0.10,1.0.10,SAME
bind-9.20.18,man,man,SAME
nano,8.7,8.7,SAME
coreutils-full-9.8,info,info,SAME
sudo,1.9.17p2,1.9.17p2,SAME
touchegg,2.0.18,2.0.18,SAME
libdovi,3.3.1,3.3.1,SAME
shaderc-2025.3,lib,lib,SAME
libplacebo,7.351.0,7.351.0,SAME
moonlight-qt,6.1.0,6.1.0,SAME
cuda12.8-libcublas-12.8.4.1,lib,lib,SAME
cuda12.8-libcufft-11.3.3.83,lib,lib,SAME
cuda12.8-cuda_cccl,12.8.90,12.8.90,SAME
cuda12.8-cuda_cudart,12.8.90,12.8.90,SAME
cuda12.8-libnpp-12.3.3.100,lib,lib,SAME
frei0r-plugins,2.5.0,2.5.0,SAME
lcevcdec-4.0.3,lib,lib,SAME
xavs2-1.4,lib,lib,SAME
vo-amrwbenc,0.1.3,0.1.3,SAME
libilbc,3.0.4,3.0.4,SAME
davs2-1.7,lib,lib,SAME
quirc,1.2,1.2,SAME
uavs3d-1.1-unstable-2023-02,23,23,SAME
libaribcaption,1.1.1,1.1.1,SAME
rav1e,0.8.1,0.8.1,SAME
shine,3.1.1,3.1.1,SAME
codec2-1.2.0,lib,lib,SAME
kvazaar-2.3.2,lib,lib,SAME
vvenc-1.13.1,lib,lib,SAME
xeve-0.5.1,lib,lib,SAME
aribb24,1.0.4,1.0.4,SAME
wget,1.25.0,1.25.0,SAME
whisper-cpp,1.8.3,1.8.3,SAME
movit,1.7.2,1.7.2,SAME
rtaudio,5.2.0,5.2.0,SAME
swh-plugins,0.4.17,0.4.17,SAME
mlt,7.34.1,7.34.1,SAME
knotifyconfig,6.20.0,6.20.0,SAME
python3.13-jaraco-classes,3.4.0,3.4.0,SAME
python3.13-jaraco-collections,5.2.1,5.2.1,SAME
python3.13-distutils,80.9.0,80.9.0,SAME
python3.13-lottie,0.7.2,0.7.2,SAME
glaxnimate,0.5.80,0.5.80,SAME
opentimelineio,0.18.1,0.18.1,SAME
qtnetworkauth,6.10.1,6.10.1,SAME
kdenlive,25.08.3,25.08.3,SAME
steamcmd,20180104,20180104,SAME
steam-tui,0.3.0,0.3.0,SAME
gpm-unstable-2020-06,17,17,SAME
w3m,0.5.5,0.5.5,SAME
nixos-manual,html,html,SAME
cuda12.8-cuda_nvcc,12.8.93,12.8.93,SAME
python3.12-toml,0.10.2,0.10.2,SAME
python3.12-zipp,3.23.0,3.23.0,SAME
python3.12-importlib-metadata,8.7.0,8.7.0,SAME
cuda12.8-cuda_nvrtc-12.8.93,lib,lib,SAME
cuda12.8-libnvjitlink-12.8.93,lib,lib,SAME
cuda12.8-libcusparse-12.5.8.93,lib,lib,SAME
rdma-core,60.0,60.0,SAME
cuda12.8-libcufile-1.13.1.3,lib,lib,SAME
cuda12.8-libcurand-10.3.9.90,lib,lib,SAME
cuda12.8-cudnn-9.13.0.50,lib,lib,SAME
cuda12.8-libcusolver-11.7.3.90,lib,lib,SAME
cuda12.8-libcusparse_lt-0.8.1.1,lib,lib,SAME
python3.12-torchaudio,2.9.1,2.9.1,SAME
python3.12-accelerate,1.11.0,1.11.0,SAME
python3.12-diffusers,0.35.1,0.35.1,SAME
fwupd-2.0.16,man,man,SAME
tk-8.6.16,man,man,SAME
rsync,3.4.1,3.4.1,SAME
wf-recorder,0.6.0,0.6.0,SAME
nix-output-monitor,2.1.8,2.1.8,SAME
nh,4.2.0,4.2.0,SAME
polkit-gnome,0.105,0.105,SAME
seatd-0.9.1,man,man,SAME
wireplumber,0.5.12,0.5.12,SAME
libebml,1.4.5,1.4.5,SAME
libmatroska,1.7.1,1.7.1,SAME
mkvtoolnix,96.0,96.0,SAME
postgresql,17.8,17.8,SAME
mangohud-0.8.2,man,man,SAME
gnused-4.9,info,info,SAME
bcache-tools,1.1,1.1,SAME
vim-9.1.2148,xxd,xxd,SAME
wtype,0.4,0.4,SAME
re2-2025-08,12,12,SAME
hyprland-qt-support,0.1.0,0.1.0,SAME
hyprland-qtutils,0.1.5,0.1.5,SAME
tomlplusplus,3.4.0,3.4.0,SAME
hyprcursor-0.1.13,lib,lib,SAME
pkgconf-2.4.3,lib,lib,SAME
pkgconf,2.4.3,2.4.3,SAME
pkgconf-wrapper,2.4.3,2.4.3,SAME
aquamarine,0.9.5,0.9.5,SAME
libxcb-errors,1.0.1,1.0.1,SAME
hyprland,nested.conf,0.52.1,DIFFERENT (current:nested.conf,exp:0.52.1)
nvtop,3.2.0,3.2.0,SAME
pkg-config-0.29.2,man,man,SAME
pkg-config-wrapper-0.29.2,man,man,SAME
k3s-cni-plugins-1.9.0,k3s1,k3s1,SAME
socat,1.8.0.3,1.8.0.3,SAME
runc,1.3.3,1.3.3,SAME
ipset,7.24,7.24,SAME
k3s,1.34.4+k3s1,1.34.4+k3s1,SAME
libnetfilter_cthelper,1.0.1,1.0.1,SAME
libnetfilter_queue,1.0.5,1.0.5,SAME
libnetfilter_cttimeout,1.0.1,1.0.1,SAME
conntrack-tools,1.4.8,1.4.8,SAME
k3s-containerd-2.1.5,k3s1,k3s1,SAME
bolt,0.9.8,0.9.8,SAME
brightnessctl,0.5.1,0.5.1,SAME
unbound-1.23.0,lib,lib,SAME
cups-2.4.11,lib,lib,SAME
audit-4.0.3,lib,lib,SAME
libarchive-3.7.8,lib,lib,SAME
xcb-util-cursor,0.1.5,0.1.5,SAME
expat-2.7.1,dev,dev,SAME
qtwayland-6.9.0-only-plugins,qml,qml,SAME
qtbase-6.9.0-only-plugins,qml,qml,SAME
libdrm-2.4.124,bin,bin,SAME
jemalloc,5.3.0,5.3.0,SAME
quickshell-wrapped,0.2.0,0.2.0,SAME
findutils-4.10.0,info,info,SAME
man-db-2.13.1,doc,doc,SAME
wireplumber-0.5.12,doc,doc,SAME
wl-clipboard,2.2.1,2.2.1,SAME
ed,1.22.2,1.22.2,SAME
patch,2.8,2.8,SAME
libmysofa-1.3.3,dev,dev,SAME
libspatialaudio,0.3.0,0.3.0,SAME
wine-gecko-2.47.4,x86_64.msi,x86_64.msi,SAME
wine-mono-8.1.0,x86.msi,x86.msi,SAME
wine64,10.0,10.0,SAME
cups-pk-helper,0.2.6,0.2.6,SAME
shared-mime-info-2.4,dev,dev,SAME
gtksourceview-3.24.11,dev,dev,SAME
libusb-compat,0.1.8,0.1.8,SAME
openobex,1.7.2,1.7.2,SAME
obex-data-server,0.4.6,0.4.6,SAME
calf-0.90.6,doc,doc,SAME
hyprland-0.52.1,man,man,SAME
meson,1.9.1,1.9.1,SAME
wine,10.0,10.0,SAME
build,vms.nix,vms.nix,SAME
nixos-build,vms,vms,SAME
mkpasswd,5.6.5,5.6.5,SAME
waypipe,0.10.5,0.10.5,SAME
cuda12.8-cuda_profiler_api-12.8.90,include,include,SAME
cuda12.8-cuda_cupti-12.8.90,include,include,SAME
cuda12.8-cuda_cupti,12.8.90,12.8.90,SAME
cuda12.8-cuda_cuxxfilt-12.8.90,include,include,SAME
cuda12.8-cuda_nvtx-12.8.90,lib,lib,SAME
cuda12.8-cuda_sanitizer_api,12.8.93,12.8.93,SAME
cuda12.8-libcusparse,12.5.8.93,12.5.8.93,SAME
cuda12.8-libcublas,12.8.4.1,12.8.4.1,SAME
cuda12.8-cuda_gdb-12.8.90,bin,bin,SAME
cuda12.8-cuda_gdb,12.8.90,12.8.90,SAME
cuda12.8-cuda_cuobjdump,12.8.90,12.8.90,SAME
cuda12.8-cuda_nvprune,12.8.90,12.8.90,SAME
cuda12.8-cuda_nvdisasm,12.8.90,12.8.90,SAME
cuda-merged,12.8,12.8,SAME
qemu-10.1.2,doc,doc,SAME
sound-theme-freedesktop,0.8,0.8,SAME
python3.12-3.12.12,doc,doc,SAME
git-lfs,3.7.1,3.7.1,SAME
rootlesskit,2.3.5,2.3.5,SAME
libslirp,4.9.0,4.9.0,SAME
slirp4netns,1.3.2,1.3.2,SAME
docker-init,27.5.1,27.5.1,SAME
docker-containerd,27.5.1,27.5.1,SAME
fuse-overlayfs,1.14,1.14,SAME
e2fsprogs-1.47.2,bin,bin,SAME
docker-runc,27.5.1,27.5.1,SAME
moby,27.5.1,27.5.1,SAME
docker-compose,2.36.0,2.36.0,SAME
docker-buildx,0.23.0,0.23.0,SAME
docker,plugins,plugins,SAME
cpio,2.15,2.15,SAME
diffutils-3.12,info,info,SAME
fuse-3.17.4,man,man,SAME
evtest,1.36,1.36,SAME
slurp,1.5.0,1.5.0,SAME
sdbus-cpp,2.1.0,2.1.0,SAME
xdg-desktop-portal-hyprland,1.3.11,1.3.11,SAME
ntfs3g-2022.10.3,man,man,SAME
efivar,39,39,SAME
efibootmgr,18,18,SAME
libjcat,0.2.3,0.2.3,SAME
tpm2-abrmd,3.0.0,3.0.0,SAME
tpm2-tools,5.7,5.7,SAME
protobuf-c-1.5.2,lib,lib,SAME
fwupd-efi,1.8,1.8,SAME
fwupd,2.0.16,2.0.16,SAME
nvidia-settings,580.126.18,580.105.08,DIFFERENT (current:580.126.18,exp:580.105.08)
libiscsi,1.20.0,1.20.0,SAME
wolfssl-all-5.8.4,lib,lib,SAME
vde2,2.3.3,2.3.3,SAME
spice,0.16.0,0.16.0,SAME
virglrenderer,1.2.0,1.2.0,SAME
gfxstream,0.1.2,0.1.2,SAME
rutabaga_gfx,0.1.6,0.1.6,SAME
dtc,1.7.2,1.7.2,SAME
capstone,5.0.6,5.0.6,SAME
qemu,10.1.2,10.1.2,SAME
nano-8.7,info,info,SAME
packagekit,1.3.2,1.3.2,SAME
simple-scan,49.1,49.1,SAME
rpcbind,1.2.6,1.2.6,SAME
nix-manual,2.31.2,2.31.2,SAME
libappindicator-gtk3,12.10.1+20.10.20200706.1,12.10.1+20.10.20200706.1,SAME
libappindicator-gtk3-12.10.1+20.10.20200706.1,dev,dev,SAME
polkit-126,bin,bin,SAME
openrgb,0.9,0.9,SAME
wlsunset,0.4.0,0.4.0,SAME
latex2e-help-texinfo-spanish-65614,texdoc,texdoc,SAME
latex2e-help-texinfo-fr-64228,texdoc,texdoc,SAME
texlive-en-73024,texdoc,texdoc,SAME
dvipng-1.18,texdoc,texdoc,SAME
tds-1.1,texdoc,texdoc,SAME
strace,6.18,6.18,SAME
nix-bash-completions,0.6.8,0.6.8,SAME
libpulseaudio-17.0,dev,dev,SAME
ripgrep,15.1.0,15.1.0,SAME
kiro,0.5.9,0.5.9,SAME
openxr-loader,1.1.51,1.1.51,SAME
xrizer,0.4,0.4,SAME
opencomposite,1.0.1521,1.0.1521,SAME
wivrn,26.2.3,25.12,DIFFERENT (current:26.2.3,exp:25.12)
libqalculate-5.8.2,doc,doc,SAME
unifont,16.0.03,16.0.03,SAME
fltk,1.3.11,1.3.11,SAME
virtualgl,3.0.2,3.0.2,SAME
dejavu-fonts,2.37,2.37,SAME
mesa,25.2.6,25.2.6,SAME
nvidia-x11-580.119.02,6.12.74,6.12.74,SAME
nvidia-x11-580.119.02-6.12.74,bin,bin,SAME
nvidia-x11,390.157,390.157,SAME
bumblebee,3.2.1,3.2.1,SAME
noto-fonts-color-emoji,2.051,2.051,SAME
libvdpau-va-gl-0.4.2-unstable-2025-05,18,18,SAME
fira-code-symbols,20160811,20160811,SAME
lexend-0.pre+date=2022-09,22,22,SAME
primus-lib-unstable-2015-04,28,28,SAME
primusrun,unknown,unknown,SAME
fira-code,6.2,6.2,SAME
material-symbols-4.0.0-unstable-2025-04,11,11,SAME
nerd-fonts-dejavu-sans-mono,3.4.0+2.37,3.4.0+2.37,SAME
noto-fonts,2025.11.01,2025.11.01,SAME
mplus-outline-fonts-github-unstable-2022-05,19,19,SAME
font-misc-misc,1.1.3,1.1.3,SAME
nerd-fonts-space-mono,3.4.0+1.001,3.4.0+1.001,SAME
dina-font,2.92,2.92,SAME
gyre-fonts,2.005,2.005,SAME
font-cursor-misc,1.0.4,1.0.4,SAME
proggyfonts,0.1,0.1,SAME
nvidia-vaapi-driver,0.0.14,0.0.14,SAME
0xproto,2.500,2.500,SAME
liberation-fonts,2.1.5,2.1.5,SAME
font-alias,1.0.5,1.0.5,SAME
noto-fonts-cjk-sans,2.004,2.004,SAME
freefont-ttf,20120503,20120503,SAME
libva-vdpau-driver,0.7.4,0.7.4,SAME
wayvnc,0.9.1,0.9.1,SAME
uchardet,0.0.8,0.0.8,SAME
lua5.2-luasocket-3.1.0,1,1,SAME
lua-5.2.4,env,env,SAME
libxpresent,1.0.2,1.0.2,SAME
mujs,1.3.6,1.3.6,SAME
mpv,0.41.0,0.41.0,SAME
mpvqt,1.1.1,1.1.1,SAME
qtwebengine,6.10.1,6.10.1,SAME
qtwebsockets,6.10.1,6.10.1,SAME
libcec,7.1.1,7.1.1,SAME
jellyfin-desktop,2.0.0,2.0.0,SAME
pssh,2.3.6,2.3.6,SAME
btop,1.4.5,1.4.5,SAME
xsane,0.999,0.999,SAME
qemu-host-cpu-only-10.1.2,doc,doc,SAME
blueman,2.4.6,2.4.6,SAME
fstrm,0.6.1,0.6.1,SAME
xsetroot,1.1.3,1.1.3,SAME
dviljk-66186,texdoc,texdoc,SAME
web-4.5,texdoc,texdoc,SAME
luahbtex-71409,texdoc,texdoc,SAME
dtl-0.6.1,texdoc,texdoc,SAME
luajittex-71409,texdoc,texdoc,SAME
seetexk-57972,texdoc,texdoc,SAME
dvipos-66186,texdoc,texdoc,SAME
detex-70015,texdoc,texdoc,SAME
ptex-70058,texdoc,texdoc,SAME
dviout-util-66186,texdoc,texdoc,SAME
fontware-70015,texdoc,texdoc,SAME
latex-bin-71362,texdoc,texdoc,SAME
autosp-69814,texdoc,texdoc,SAME
latex-bin-dev-71362,texdoc,texdoc,SAME
tie-2.4,texdoc,texdoc,SAME
t1utils-57972,texdoc,texdoc,SAME
lacheck-66186,texdoc,texdoc,SAME
synctex-66203,texdoc,texdoc,SAME
tpic2pdftex-52851,texdoc,texdoc,SAME
aleph-70015,texdoc,texdoc,SAME
ctie-1.1,texdoc,texdoc,SAME
vlna-66186,texdoc,texdoc,SAME
patgen-2.4,texdoc,texdoc,SAME
pdftosrc-70015,texdoc,texdoc,SAME
ps2pk-66186,texdoc,texdoc,SAME
bibtexu-3.72,texdoc,texdoc,SAME
xml2pmx-57972,texdoc,texdoc,SAME
omegaware-70015,texdoc,texdoc,SAME
lcdftypetools-70015,texdoc,texdoc,SAME
dvicopy-1.5,texdoc,texdoc,SAME
texware-70015,texdoc,texdoc,SAME
xpdfopen-0.86,texdoc,texdoc,SAME
dvidvi-65952,texdoc,texdoc,SAME
uptex-66381,texdoc,texdoc,SAME
keymapp,1.3.7,1.3.7,SAME
heroic-2.20.0,init,init,SAME
python3.13-cffi,2.0.0,2.0.0,SAME
python3.13-pyzstd,0.18.0,0.18.0,SAME
python3.13-requests-futures,1.0.2,1.0.2,SAME
gogdl,1.2.1,1.2.1,SAME
python3.13-frozenlist,1.7.0,1.7.0,SAME
python3.13-aiosignal,1.4.0,1.4.0,SAME
python3.13-propcache,0.3.2,0.3.2,SAME
python3.13-cryptography,46.0.2,46.0.2,SAME
python3.13-pycares,4.9.0,4.9.0,SAME
python3.13-cbor2,5.7.0,5.7.0,SAME
heroic-2.20.0-fhsenv,profile,profile,SAME
python3.13-xlib,0.33,0.33,SAME
comet-gog,0.2.0,0.2.0,SAME
python3.13-aiodns,3.5.0,3.5.0,SAME
python3.13-multidict,6.7.0,6.7.0,SAME
python3.13-yarl,1.22.0,1.22.0,SAME
vulkan-helper-0-unstable-2023-12,22,22,SAME
legendary-heroic,0.20.41,0.20.41,SAME
python3.13-backports-zstd,1.0.0,1.0.0,SAME
python3.13-aiohappyeyeballs,2.6.1,2.6.1,SAME
python3.13-brotli,1.2.0,1.2.0,SAME
python3.13-attrs,25.3.0,25.3.0,SAME
python3.13-aiohttp,3.13.3,3.13.3,SAME
python3.13-pyopenssl,25.1.0,25.1.0,SAME
python3.13-pyopenssl-25.1.0,dev,dev,SAME
python3.13-trustme,1.2.1,1.2.1,SAME
python3.13-truststore,0.10.4,0.10.4,SAME
python3.13-xxhash,3.5.0,3.5.0,SAME
python3.13-umu-launcher-unwrapped,1.3.0,1.3.0,SAME
umu-launcher-1.3.0-fhsenv,profile,profile,SAME
umu-launcher-1.3.0,init,init,SAME
umu-launcher,1.3.0,1.3.0,SAME
heroic-unwrapped,2.20.0,2.20.0,SAME
heroic,2.20.0,2.20.0,SAME
ollama,0.12.11,0.17.4,DIFFERENT (current:0.12.11,exp:0.17.4)
nixos-rebuild-ng,25.11,25.11,SAME
cline,unknown,unknown,SAME
xlsclients,1.1.5,1.1.5,SAME
rhash,1.4.4,1.4.4,SAME
cmake,4.1.2,4.1.2,SAME
system,path,path,SAME
X-Restart-Triggers,wivrn,dbus,DIFFERENT (current:wivrn,exp:dbus)
unit-40,enp5s0f1.link,enp5s0f1.link,SAME
re2-2025-08-12,dev,dev,SAME
grpc,1.76.0,1.76.0,SAME
python3.12-googleapis-common-protos,3.31.3,3.31.3,SAME
python3.12-cachetools,6.1.0,6.1.0,SAME
dbus-1.16.2,lib,lib,SAME
python3.11-zstandard,0.23.0,0.23.0,SAME
libffi-3.4.8,dev,dev,SAME
glib-2.84.3,bin,bin,SAME
python3.12-mako,1.3.9,1.3.9,SAME
gobject-introspection-1.84.0,dev,dev,SAME
hm-session,vars.sh,vars.sh,SAME
profile,unknown,unknown,SAME
unit-script-br0-netdev,start,reload,DIFFERENT (current:start,exp:reload)
exempi,2.6.6,2.6.6,SAME
file-5.45-fish,completions,completions,SAME
pipewire-lv2,plugins,plugins,SAME
python3.12-pycares,4.9.0,4.9.0,SAME
python3.12-aiodns,3.5.0,3.5.0,SAME
libndctl-79,man,man,SAME
libkate,0.4.3,0.4.3,SAME
libtiger,0.3.4,0.3.4,SAME
openrgb-plugin-hardwaresync,0.9,0.9,SAME
amazon-q-cli-1.19.7-fish,completions,completions,SAME
fish-4.2.1-fish,completions,completions,SAME
dolphin-25.08.3-fish,completions,completions,SAME
meson-1.9.1-fish,completions,completions,SAME
cairo-1.18.4-fish,completions,completions,SAME
qt5ct-1.9-fish,completions,completions,SAME
libnotify-0.8.7-fish,completions,completions,SAME
fuzzel-emoji-unstable-2024-01-01-fish,completions,completions,SAME
iftop,1.0pre4,1.0pre4,SAME
iftop-1.0pre4-fish,completions,completions,SAME
alacritty-0.16.1,terminfo,terminfo,SAME
alacritty,0.16.1,0.16.1,SAME
alacritty-0.16.1-fish,completions,completions,SAME
hm-session-vars.sh-fish,completions,completions,SAME
pyenv,2.6.13,2.6.13,SAME
pyenv-2.6.13-fish,completions,completions,SAME
unzip-6.0-fish,completions,completions,SAME
sysstat-12.7.7-fish,completions,completions,SAME
upower-1.90.10-fish,completions,completions,SAME
vesktop-1.6.4-fish,completions,completions,SAME
mtr,0.96,0.96,SAME
mtr-0.96-fish,completions,completions,SAME
libwmf,0.2.13,0.2.13,SAME
mypaint-brushes,1.3.1,1.3.1,SAME
libmng,2.0.3,2.0.3,SAME
libmypaint,1.6.1,1.6.1,SAME
ghostscript-with-X-10.05.1,fonts,fonts,SAME
ghostscript-with-X,10.06.0,10.05.1,DIFFERENT (current:10.06.0,exp:10.05.1)
gexiv2,0.14.5,0.14.5,SAME
gimp,2.10.38,2.10.38,SAME
gimp-2.10.38-fish,completions,completions,SAME
cowsay-3.8.4,man,man,SAME
cowsay-3.8.4-fish,completions,completions,SAME
gdk-pixbuf-2.44.4-fish,completions,completions,SAME
cmake-4.1.2-fish,completions,completions,SAME
empty,directory,directory,SAME
qtwayland-6.10.1-fish,completions,completions,SAME
foot-1.25.0-fish,completions,completions,SAME
ipcalc-1.0.3-fish,completions,completions,SAME
ddcutil,2.2.3,2.2.3,SAME
ddcutil-2.2.3-fish,completions,completions,SAME
gnutar-1.35-fish,completions,completions,SAME
bluedevil-6.5.5-fish,completions,completions,SAME
polkit-gnome-0.105-fish,completions,completions,SAME
qwt-6.3.0-fish,completions,completions,SAME
compare-modes-fish,completions,completions,SAME
eza-0.23.4-fish,completions,completions,SAME
yaru-25.10.3-fish,completions,completions,SAME
gjs-1.86.0-fish,completions,completions,SAME
quickshell-debug-fish,completions,completions,SAME
typescript-5.9.3-fish,completions,completions,SAME
harfbuzz-12.1.0-fish,completions,completions,SAME
axel,2.17.14,2.17.14,SAME
axel-2.17.14-fish,completions,completions,SAME
gts,0.7.6,0.7.6,SAME
graphviz,12.2.1,12.2.1,SAME
graphviz-12.2.1-fish,completions,completions,SAME
coreutils-9.8-fish,completions,completions,SAME
quickshell-status-fish,completions,completions,SAME
generate,qmldir,qmldir,SAME
plasma-nm-6.5.5-fish,completions,completions,SAME
hyprland-qtutils-0.1.5-fish,completions,completions,SAME
hyprwayland-scanner-0.4.5-fish,completions,completions,SAME
ldns-1.8.4,man,man,SAME
ldns-1.8.4-fish,completions,completions,SAME
kcmshell6-bluetooth-fish,completions,completions,SAME
wl-clipboard-2.2.1-fish,completions,completions,SAME
xdg-desktop-portal-hyprland-1.3.11-fish,completions,completions,SAME
imagemagick-7.1.2-13-fish,completions,completions,SAME
vlc-3.0.23-2-fish,completions,completions,SAME
hyprcursor-0.1.13-fish,completions,completions,SAME
dummy-xdg-mime-dirs2-fish,completions,completions,SAME
matugen-3.0.0-fish,completions,completions,SAME
spotify-1.2.74.477.g3be53afe-fish,completions,completions,SAME
wayvnc-0.9.1-fish,completions,completions,SAME
hugo,0.152.2,0.152.2,SAME
hugo-0.152.2-fish,completions,completions,SAME
openjdk-21.0.10+7-fish,completions,completions,SAME
configs,unknown,unknown,SAME
bind-9.20.18-fish,completions,completions,SAME
sassc-3.6.2-fish,completions,completions,SAME
wayland-scanner-1.24.0-fish,completions,completions,SAME
strace-6.18-fish,completions,completions,SAME
